BASIC INFO
Geom Type:,   AXI
M_inf:,       3
gamma:,       1.4

INITIALIZATION SOLUTION
solution method:,             Taylor-Maccoll Equation
initial deflection (deg):,    9.984
wave angle (deg):,            21.70587174384491
p02/p01:,                     0.9986155801621613

CENTERBODY & COWL GEOMETRY
centerbody x,centerbody y,centerbody dydx,,cowl x,cowl y,cowl dydx
0.0,0.0,0.16977895720277497,,3.0,1.0,0.0
0.05707070707070708,0.009705594004444054,0.1703439243826542,,3.0281818181818183,1.0,0.0
0.11414141414141415,0.01944302708767168,0.1708947337689956,,3.056363636363636,1.0,0.0
0.17121212121212123,0.029211491254395115,0.17143138536179933,,3.0845454545454545,1.0,0.0
0.2282828282828283,0.03901017850932659,0.17195387916106528,,3.112727272727273,1.0,0.0
0.28535353535353536,0.04883828085717836,0.17246221516679347,,3.140909090909091,1.0,0.0
0.34242424242424246,0.05869499030266266,0.17295639337898386,,3.169090909090909,1.0,0.0
0.39949494949494957,0.06857949885049172,0.17343641379763655,,3.1972727272727273,1.0,0.0
0.4565656565656566,0.07849099850537777,0.17390227642275147,,3.2254545454545456,1.0,0.0
0.5136363636363637,0.08842868127203309,0.1743539812543286,,3.253636363636364,1.0,0.0
0.5707070707070707,0.09839173915516986,0.174791528292368,,3.2818181818181817,1.0,0.0
0.6277777777777779,0.10837936415950039,0.17521491753686963,,3.31,1.0,0.0
0.6848484848484849,0.11839074828973685,0.17562414898783352,,3.3381818181818184,1.0,0.0
0.741919191919192,0.1284250835505915,0.17601922264525965,,3.3663636363636362,0.9999620255447033,-0.004507438016528897
0.7989898989898991,0.13848156194677663,0.17640013850914799,,3.3945454545454545,0.9997465510894064,-0.010387190082644633
0.8560606060606062,0.1485593754830044,0.17676689657949862,,3.422727272727273,0.9993989481592788,-0.013884297520661172
0.9131313131313132,0.1586577161639871,0.17711949685631148,,3.450909090909091,0.9989861519265858,-0.015464876033057975
0.9702020202020203,0.168775775994437,0.17745793933958653,,3.479090909090909,0.9983723988408285,-0.027240850059031856
1.0272727272727273,0.17891274697906623,0.1777822240293239,,3.5072727272727273,0.9974987208865514,-0.03391115702479341
1.0843434343434344,0.1890678211225871,0.17809235092552347,,3.5354545454545456,0.9965090050445423,-0.035475796930342404
1.1414141414141414,0.19924019042971186,0.1783883200281853,,3.5636363636363635,0.9955301843160596,-0.0347171836428035
1.1984848484848487,0.20942904690515277,0.17867013133730936,,3.591818181818182,0.9945191596983032,-0.037445529676934666
1.2555555555555558,0.219633582553622,0.17893778485289566,,3.62,0.9933963636363636,-0.042649350649350715
1.3126262626262628,0.22985298937983178,0.1791912805749442,,3.6481818181818184,0.9920920327456165,-0.05032864656005164
1.3696969696969699,0.24008645938849446,0.179430618503455,,3.6763636363636363,0.9904513378047948,-0.06557308289506639
1.426767676767677,0.2503331845843222,0.17965579863842804,,3.7045454545454546,0.988460077863534,-0.07459654395191594
1.483838383838384,0.26059235697202715,0.1798668209798633,,3.732727272727273,0.9863113752157184,-0.07674643626346113
1.540909090909091,0.27086316855632175,0.18006368552776084,,3.7609090909090908,0.9841868454426826,-0.07449852399594033
1.5979797979797983,0.28114481134191815,0.1802463922821206,,3.789090909090909,0.9820676420156327,-0.076476195447296
1.6550505050505053,0.2914400953692386,0.18080565242501595,,3.8172727272727274,0.9798436984934161,-0.08193169204001752
1.7121212121212124,0.30180503363501887,0.18252105110293385,,3.8454545454545457,0.9774170034402309,-0.09086501377410489
1.7691919191919194,0.312284176925602,0.18480788161279565,,3.8736363636363635,0.9746785019573728,-0.1033446570972888
1.8262626262626265,0.3229087802849541,0.18752103824440577,,3.901818181818182,0.971627526859504,-0.1125247607655504
1.8833333333333335,0.33367786433919105,0.18977141629887878,,3.93,0.9683729122807017,-0.1177964912280703
1.9404040404040406,0.3445579161944348,0.1914098213593326,,3.958181818181818,0.9650167966888484,-0.12116156040928769
1.9974747474747476,0.35551401011920847,0.19243625342576726,,3.9863636363636363,0.9615103931880792,-0.1275570641479732
2.0545454545454547,0.36651055841228647,0.19309384726843404,,4.014545454545455,0.9578341446012665,-0.13321508264462809
2.111616161616162,0.37757575263223253,0.19486830534163954,,4.042727272727273,0.954008834603413,-0.13813561589925238
2.1686868686868688,0.38877487420779877,0.19778723070432785,,4.070909090909091,0.9500953023095038,-0.1392437842905768
2.225757575757576,0.4001660017376433,0.20124579295388975,,4.09909090909091,0.946097441110178,-0.1457267865824028
2.282828282828283,0.4117360084684745,0.20419651784803328,,4.127272727272727,0.9418110778684126,-0.1597181227863042
2.33989898989899,0.42347101283193916,0.20702801087625916,,4.155454545454545,0.9369785576020022,-0.19647871106083473
2.3969696969696974,0.43536421018114385,0.20974027203856746,,4.183636363636364,0.931363260617046,-0.18869847342952414
2.4540404040404042,0.44741927848115576,0.21272208559506217,,4.211818181818182,0.9261162343365564,-0.18379202369411396
2.5111111111111115,0.4596424800622332,0.21561187269520563,,4.24,0.9209972600201852,-0.17961091468563448
2.5681818181818183,0.472027359935996,0.218387979745805,,4.2681818181818185,0.9159858962474465,-0.17615514640408567
2.6252525252525256,0.4845763483060081,0.2217183169791645,,4.296363636363637,0.9110617015978535,-0.17342471884946756
2.6823232323232324,0.497327692394805,0.2249278882704768,,4.324545454545454,0.9062042346509206,-0.1714196320217802
2.7393939393939397,0.5102253886859448,0.22684711982232705,,4.352727272727273,0.9013930539861609,-0.17013988592102344
2.796464646464647,0.5231957965781348,0.2274760116347152,,4.380909090909091,0.8966077181830885,-0.1695854805471974
